,Case Number,Project Names,Amount,Date,Beneficiaries,Beneficiary type,Number of donations,Partner,Location,Details URL
1255,P47734,وجبات الإفطار في ساحات الحرم المكي,"250,003ر.س",15/03/2024,"19,231",المواطنون والمقيمون بالمملكة,"16,354",جمعية البر الخيرية بالعطيف,مكة المكرمة,https://ehsan.sa/projects/0/46735?amount=null
1256,P47718,سقيا الماء,"100,000ر.س",15/03/2024,"100,000",المواطنون والمقيمون بالمملكة,"9,614",جمعية زائرات البيت الحرام,مكة المكرمة,https://ehsan.sa/projects/0/46719?amount=null
1257,P47720,سقيا الماء,"300,000ر.س",15/03/2024,"300,000",المواطنون والمقيمون بالمملكة,"24,558",جمعية حفظ النعمة بمنطقة مكة المكرمة,جدة,https://ehsan.sa/projects/0/46721?amount=null
1258,P47732,إفطار الصائمين,"250,008ر.س",15/03/2024,"20,834",المواطنون والمقيمون بالمملكة,"17,250",جمعية البر الخيرية بمحافظة المويه,مكة المكرمة,https://ehsan.sa/projects/0/46733?amount=null
1259,P47727,إفطار الصائمين,"91,350ر.س",14/03/2024,"13,050",المقيمون بالمملكة,"6,009",جمعية العناية بالمسلمين الجدد,الرياض,https://ehsan.sa/projects/0/46728?amount=null
1260,P47726,إفطار الصائمين,"225,000ر.س",14/03/2024,"15,000",المواطنون والمقيمون بالمملكة,"19,634",الجمعية الخيرية بتربة,مكة المكرمة,https://ehsan.sa/projects/0/46727?amount=null
1261,P47724,تأمين جلسات العلاج الكيميائي لمرضى السرطان,"299,988ر.س",14/03/2024,13,المقيمون بالمملكة,"13,005",جمعية الكوثر الصحية بعسير,أبها,https://ehsan.sa/projects/0/46725?amount=null
1262,P47728,عملية استئصال ورم في الفخذ لمريض محتاج,"46,958ر.س",14/03/2024,1,المقيمون بالمملكة,"2,586",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46729?amount=null
1263,P47635,تثبيت فقرات العمود الفقري لمريضة مسنة,"40,000ر.س",14/03/2024,1,المقيمون بالمملكة,"3,630",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46636?amount=null
1264,P47723,وجبات إفطار الصائمين,"250,200ر.س",14/03/2024,139,المواطنون,"16,750",جمعية البر الخيرية بمحافظة هروب,هروب,https://ehsan.sa/projects/0/46724?amount=null
1265,P47717,وجبات إفطار الصائمين,"450,000ر.س",13/03/2024,"30,000",المواطنون والمقيمون بالمملكة,"28,428",جمعية رفادة لخدمة الحاج والمعتمر,مكة المكرمة,https://ehsan.sa/projects/0/46718?amount=null
1266,P47722,استئصال حصوات المرارة لمريضة محتاجة,"13,500ر.س",13/03/2024,1,المقيمون بالمملكة,155,جمعية الإحسان الطبية الخيرية,جازان,https://ehsan.sa/projects/0/46723?amount=null
1267,P47716,وجبات الإفطار في ساحات الحرم المكي,"200,000ر.س",13/03/2024,"20,000",المواطنون والمقيمون بالمملكة,"8,550",جمعية الهدى لمساعدة الحجاج بمحافظة رابغ,مكة المكرمة,https://ehsan.sa/projects/0/46717?amount=null
1268,P47616,تأمين عربات بيع الطعام للمحتاجين,"72,000ر.س",10/03/2024,10,المواطنون,"3,985",جمعية البر الخيرية بالليث,الليث,https://ehsan.sa/projects/0/46617?amount=null
1269,P47457,السلال الغذائية للأسر المحتاجة,"320,000ر.س",09/03/2024,800,المواطنون,"19,522",جمعية الفيصلية الخيرية النسوية بجدة,جدة,https://ehsan.sa/projects/0/46458?amount=null
1270,P47634,جلسات العلاج الكيميائي لمريض سرطان,"44,460ر.س",09/03/2024,1,المقيمون بالمملكة,"2,458",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46635?amount=null
1271,P47431,دعم حلقات تحفيظ القرآن الكريم,"85,500ر.س",04/03/2024,19,المواطنون والمقيمون بالمملكة,"8,357",جمعية أحسن الحديث لتعليم القرآن الكريم وعلومه بشرق محافظة القنفذة,سبت الجارة,https://ehsan.sa/projects/0/46432?amount=null
1272,P47620,السلال الغذائية للأسر المحتاجة,"132,900ر.س",03/03/2024,443,المواطنون والمقيمون بالمملكة,"6,311",جمعية البر الخيريه بوادي محرم والهدا,الهدا,https://ehsan.sa/projects/0/46621?amount=null
1273,P47580,تنمية مهارات الأطفال من ذوي اضطراب طيف التوحد,"300,000ر.س",03/03/2024,10,المقيمون بالمملكة,"17,217",جمعية اسناد لرعاية الأشخاص ذوي الاعاقة,شرورة,https://ehsan.sa/projects/0/46581?amount=null
1274,P47597,الأجهزة الطبية لذوي طيف التوحد,"250,000ر.س",03/03/2024,100,المواطنون والمقيمون بالمملكة,"10,026",جمعية ذوي اضطراب طيف التوحد الخيرية بجازان,جازان,https://ehsan.sa/projects/0/46598?amount=null
1275,P47568,ترميم مساكن الأسر المحتاجة,"270,000ر.س",03/03/2024,6,المواطنون,"17,553",جمعية البر الخيرية بمركز الحكامية,الحكامية,https://ehsan.sa/projects/0/46569?amount=null
1276,P47618,كفالة مرضى الفشل الكلوي,"405,000ر.س",03/03/2024,9,المواطنون والمقيمون بالمملكة,"10,252",جمعية عناية الصحية,الرياض,https://ehsan.sa/projects/0/46619?amount=null
1277,P47605,رحلات العمرة للمحتاجين,"200,000ر.س",03/03/2024,800,المواطنون والمقيمون بالمملكة,"13,522",جمعية الدعوة والإرشاد وتوعية الجاليات بشرق نجران,مكة المكرمة,https://ehsan.sa/projects/0/46606?amount=null
1278,P47627,إفطار الصائمين,"280,000ر.س",03/03/2024,"20,000",المواطنون والمقيمون بالمملكة,"15,351",جمعية البر الخيرية بالنويعمة,وادى الدواسر,https://ehsan.sa/projects/0/46628?amount=null
1279,P47628,جلسات العلاج الكيميائي لمريضة سرطان,"94,648ر.س",03/03/2024,1,المقيمون بالمملكة,"4,960",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46629?amount=null
1280,P47629,عملية الانزلاق الغضروفي لمريض محتاج,"25,000ر.س",03/03/2024,1,المقيمون بالمملكة,"1,272",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46630?amount=null
1281,P47484,الكسوة الشتوية للأسر المحتاجة,"360,000ر.س",03/03/2024,600,المواطنون,"25,667",جمعية البر الخيرية بالعشاش,العشاش,https://ehsan.sa/projects/0/46486?amount=null
1282,P47440,وجبات إفطار الصائم في المسجد الحرام,"1,000,000ر.س",03/03/2024,"100,000",المواطنون والمقيمون بالمملكة,"72,061",جمعية إكرام لحفظ الطعام,مكة المكرمة,https://ehsan.sa/projects/0/46441?amount=null
1283,P47603,تفريج كرب الأسر المحتاجة,"280,000ر.س",03/03/2024,280,المواطنون,"15,983",جمعية البر الخيرية بوادي بني عمير صنائع,بني عمير,https://ehsan.sa/projects/0/46604?amount=null
1284,P47198,الكفالة التعليمية للطلاب المحتاجين,"180,000ر.س",01/03/2024,24,المواطنون,"14,059",جمعية البر الخيرية بدوقة,دوقة,https://ehsan.sa/projects/0/46199?amount=null
1285,P47453,تأثيث منازل المحتاجين,"250,000ر.س",01/03/2024,10,المواطنون,"18,518",جمعية إحسان للإسكان بمنطقة تبوك,تبوك,https://ehsan.sa/projects/0/46454?amount=null
1286,P47488,سقيا الماء,"504,000ر.س",01/03/2024,420,المواطنون,"42,203",جمعية البر الخيرية بدوقة,دوقة,https://ehsan.sa/projects/0/46489?amount=null
1287,P47621,سقيا الماء,"300,000ر.س",01/03/2024,"300,000",المواطنون والمقيمون بالمملكة,"22,156",جمعية حفظ النعمة بمنطقة مكة المكرمة,مكة المكرمة,https://ehsan.sa/projects/0/46622?amount=null
1288,P47614,عملية جراحية لمريض من الصم والبكم,"120,000ر.س",29/02/2024,1,المواطنون,"14,268",جمعية البر الأهلية بخصيبة,خصيبه,https://ehsan.sa/projects/0/46615?amount=null
1289,P47619,سداد إيجارات الأسر المعسرة,"60,000ر.س",29/02/2024,5,المواطنون,"2,280",جمعية رعاية الايتام بمحافظة الحجرة,الحجرة,https://ehsan.sa/projects/0/46620?amount=null
1290,P47617,عملية القرنية المخروطية لمريض محتاج,"17,850ر.س",29/02/2024,1,المواطنون والمقيمون بالمملكة,690,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46618?amount=null
1291,P47595,دعم المقبلين على الزواج,"240,000ر.س",29/02/2024,24,المواطنون,"18,546",جمعية البر الاهلية بمركز ملاطس,الريث,https://ehsan.sa/projects/0/46596?amount=null
1292,P47609,السلال الغذائية للأسر المحتاجة,"299,750ر.س",28/02/2024,545,المواطنون,"14,748",جمعية البر الخيرية بالمضه,المضة,https://ehsan.sa/projects/0/46610?amount=null
1293,P47610,سقيا الماء,"500,000ر.س",28/02/2024,"500,000",المواطنون والمقيمون بالمملكة,"28,447",جمعية أمان للتنمية الأسرية,مكة المكرمة,https://ehsan.sa/projects/0/46613?amount=null
1294,P47433,كفالة داعية,"152,346ر.س",28/02/2024,3,المقيمون بالمملكة,"12,998",المكتب للدعوة والارشاد وتوعية الجاليات برفحاء,رفحاء,https://ehsan.sa/projects/0/46434?amount=null
1295,P47470,توفير كسوة الشتاء للأسر المحتاجة,"87,600ر.س",27/02/2024,146,المواطنون,"7,273",جمعية البر بقرى الفحو,سوق العين,https://ehsan.sa/projects/0/46472?amount=null
1296,P47555,المستلزمات التعويضية لمريضات سرطان الثدي,"300,000ر.س",27/02/2024,150,المواطنون والمقيمون بالمملكة,"19,947",جمعية زهرة,الرياض,https://ehsan.sa/projects/0/46556?amount=null
1297,P47608,سداد إيجارات الأسر المعسرة,"248,000ر.س",27/02/2024,62,المواطنون,"11,255",جمعية الحليلة الخيرية للخدمات الاجتماعية والتنموية,الحليله,https://ehsan.sa/projects/0/46609?amount=null
1298,P47299,طباعة المصاحف,"2,300,000ر.س",27/02/2024,"100,000",المواطنون والمقيمون بالمملكة,"142,118",مجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة,المدينة المنورة,https://ehsan.sa/projects/0/46300?amount=null
1299,P47522,دعم الأسر المنتجة,"105,000ر.س",26/02/2024,15,المواطنون,"8,546",جمعية التنمية الأهلية بالنماص,النماص,https://ehsan.sa/projects/0/46523?amount=null
1300,P47469,الكسوة الشتوية للأسر المحتاجة,"178,500ر.س",26/02/2024,357,المواطنون,"16,823",جمعية البر الخيرية بمركز الحكامية,الحكامية,https://ehsan.sa/projects/0/46470?amount=null
1301,P47604,تيسير نقل المرضى,"93,600ر.س",26/02/2024,72,المواطنون والمقيمون بالمملكة,"1,190",الجمعية السعودية الخيرية للفصام ( احتواء),الرياض,https://ehsan.sa/projects/0/46605?amount=null
1302,P47408,وجبات الطعام للأسر المحتاجة,"720,000ر.س",26/02/2024,"240,000",المواطنون والمقيمون بالمملكة,"44,259",جمعية إكرام لحفظ الطعام,مكة المكرمة,https://ehsan.sa/projects/0/46409?amount=null
1303,P47478,توفير كسوة الشتاء للأسر المحتاجة,"214,400ر.س",26/02/2024,"1,072",المواطنون والمقيمون بالمملكة,"18,725",جمعية الحليلة الخيرية للخدمات الاجتماعية والتنموية,الحليله,https://ehsan.sa/projects/0/46479?amount=null
1304,P47483,كسوة الشتاء لأسر ذوي الإعاقة,"100,000ر.س",26/02/2024,200,المواطنون,"8,771",جمعية الإعاقة الحركية للكبار بالرياض حركية,الرياض,https://ehsan.sa/projects/0/46484?amount=null
1305,P47481,سقيا الماء,"195,000ر.س",26/02/2024,65,المواطنون والمقيمون بالمملكة,"17,814",الجمعية الخيرية بالقويعية,القويعية,https://ehsan.sa/projects/0/46482?amount=null
